Case 1: wavelength 355nm
Number of data points: 1005 
(Pressure,  temperature, dewpoint, particle extinction coefficient (1/m),lidar ratio (sr), depolarization ratio, altitude (m))



   473.92  -36.76  -74.31 .4500E-07   28.00   .00   5662.50


   472.90  -36.85  -74.37 .4500E-07   28.00   .00   5677.50


   471.87  -36.95  -74.44 .4500E-07   28.00   .00   5692.50


   470.85  -37.05  -74.50 .4500E-07   28.00   .00   5707.50


   469.83  -37.15  -74.57 .4500E-07   28.00   .00   5722.50


   468.81  -37.25  -74.63 .4500E-07   28.00   .00   5737.50


   467.79  -37.34  -74.70 .4500E-07   28.00   .00   5752.50


   466.78  -37.44  -74.77 .4500E-07   28.00   .00   5767.50


   465.76  -37.54  -74.83 .4500E-07   28.00   .00   5782.50


   464.75  -37.63  -74.90 .4500E-07   28.00   .00   5797.50


   463.74  -37.73  -74.96 .4500E-07   28.00   .00   5812.50


   462.73  -37.83  -75.03 .4500E-07   28.00   .00   5827.50


   461.72  -37.93  -75.09 .4500E-07   28.00   .00   5842.50


   460.72  -38.02  -75.16 .4500E-07   28.00   .00   5857.50


   459.72  -38.12  -75.23 .4500E-07   28.00   .00   5872.50


   458.71  -38.22  -75.29 .4500E-07   28.00   .00   5887.50


   457.71  -38.32  -75.36 .4500E-07   28.00   .00   5902.50


   456.72  -38.42  -75.42 .4500E-07   28.00   .00   5917.50


